2015-03-16,676.09,682.50,676.09,678.88,272900,678.88
2015-03-13,668.00,677.64,667.51,674.51,358500,674.51
2015-03-12,662.53,671.59,662.33,670.39,276600,670.39
2015-03-11,658.68,667.80,658.29,660.77,350900,660.77
2015-03-10,657.14,658.33,652.30,654.74,240400,654.74
2015-03-09,658.01,662.98,653.37,660.34,321300,660.34
2015-03-06,666.92,666.92,657.61,658.68,379900,658.68
2015-03-05,667.16,671.59,666.20,670.49,249600,670.49
2015-03-04,664.60,667.00,659.25,664.16,306000,664.16
2015-03-03,670.38,672.26,664.56,668.43,264200,668.43
2015-03-02,664.97,673.30,663.05,670.86,398700,670.86
2015-02-27,670.50,673.59,664.97,664.97,440600,664.97
2015-02-26,675.00,678.89,669.14,670.29,281900,670.29
2015-02-25,670.30,678.94,668.72,675.52,378800,675.52
2015-02-24,670.15,673.22,666.52,667.91,235800,667.91
2015-02-23,673.47,679.72,670.00,671.17,215200,671.17
2015-02-20,670.59,674.68,669.38,674.00,265600,674.00
2015-02-19,674.60,682.52,672.24,673.28,295400,673.28
2015-02-18,669.96,674.95,669.00,674.57,297000,674.57
2015-02-17,674.46,677.67,669.30,670.93,280300,670.93
2015-02-13,671.67,678.17,667.13,674.89,377400,674.89
2015-02-12,671.08,672.24,665.26,670.29,288500,670.29
2015-02-11,666.36,676.75,664.00,669.64,528200,669.64
2015-02-10,652.00,666.25,648.93,665.03,734500,665.03
2015-02-09,655.78,658.07,647.28,648.01,646500,648.01
2015-02-06,677.00,677.89,657.98,659.92,864100,659.92
2015-02-05,679.80,679.99,670.03,670.91,830300,670.91
2015-02-04,680.28,686.72,667.15,676.00,2474700,676.00
2015-02-03,716.50,726.63,710.00,726.63,1364200,726.63
2015-02-02,713.55,716.44,700.01,712.55,467900,712.55
2015-01-30,714.64,716.98,707.72,709.84,385100,709.84
2015-01-29,715.55,717.15,708.82,714.53,273700,714.53
2015-01-28,722.97,726.98,710.64,711.99,244500,711.99
2015-01-27,718.38,724.83,716.00,721.33,275600,721.33
2015-01-26,715.34,725.86,712.37,723.43,227700,723.43
2015-01-23,715.48,721.00,713.00,713.69,324600,713.69
2015-01-22,706.81,715.18,703.54,713.44,301300,713.44
2015-01-21,704.40,710.52,702.06,703.89,307500,703.89
2015-01-20,714.89,716.00,702.50,705.78,340900,705.78
2015-01-16,696.57,712.23,696.57,711.11,316100,711.11
2015-01-15,709.00,715.10,698.11,700.78,344600,700.78
2015-01-14,703.21,713.02,700.00,709.74,318600,709.74
2015-01-13,715.74,724.48,707.16,714.06,348100,714.06
2015-01-12,718.89,719.00,709.48,711.70,276800,711.70
2015-01-09,721.85,722.17,711.96,714.27,404300,714.27
2015-01-08,702.50,727.97,702.50,719.99,1169900,719.99
2015-01-07,668.40,694.85,668.40,694.26,685600,694.26
2015-01-06,666.79,672.00,653.77,664.38,609400,664.38
2015-01-05,678.40,679.92,664.20,667.69,374400,667.69
2015-01-02,686.00,687.47,671.01,678.40,324800,678.40
2014-12-31,685.55,693.96,683.43,684.51,302500,684.51
2014-12-30,691.35,693.00,680.42,684.91,268900,684.91
2014-12-29,675.75,696.56,675.50,692.69,504300,692.69
2014-12-26,672.76,679.75,672.32,678.06,212000,678.06
2014-12-24,668.53,676.68,667.80,672.79,136900,672.79
2014-12-23,670.00,671.96,665.39,669.21,225400,669.21
2014-12-22,652.31,669.10,652.29,667.66,380600,667.66
2014-12-19,658.74,659.00,648.24,651.42,392400,651.42
2014-12-18,655.49,658.50,645.86,655.60,320200,655.60
2014-12-17,635.00,651.58,635.00,649.15,338300,649.15
2014-12-16,648.83,649.11,632.43,633.52,414800,633.52
2014-12-15,658.50,661.33,645.66,648.83,434100,648.83
2014-12-12,653.65,662.99,652.71,657.67,288500,657.67
2014-12-11,652.50,659.64,651.95,654.39,269700,654.39
2014-12-10,657.00,663.18,647.80,650.04,307100,650.04
2014-12-09,654.50,658.64,645.53,657.09,412500,657.09
2014-12-08,662.10,662.35,653.50,657.03,289300,657.03
2014-12-05,665.84,665.84,660.00,660.57,169700,660.57
2014-12-04,652.53,665.80,651.53,663.97,377800,663.97
2014-12-03,656.84,661.50,651.14,651.27,391000,651.27
2014-12-02,659.88,664.71,655.60,660.04,286900,660.04
2014-12-01,664.66,670.20,660.40,660.88,272000,660.88
2014-11-28,661.49,671.99,661.49,663.62,172800,663.62
2014-11-26,656.83,661.17,655.00,660.21,162300,660.21
2014-11-25,662.00,664.50,654.12,654.90,460400,654.90
2014-11-24,659.75,660.94,646.59,659.54,454900,659.54
2014-11-21,667.49,667.72,656.92,657.88,349000,657.88
2014-11-20,657.44,663.83,656.09,662.83,211700,662.83
2014-11-19,659.99,660.95,654.28,658.56,234200,658.56
2014-11-18,656.00,663.58,656.00,658.09,245300,658.09
2014-11-17,668.00,669.73,657.34,658.32,367200,658.32
2014-11-14,671.10,675.24,667.96,669.80,277800,669.80
2014-11-13,666.00,671.79,662.70,670.75,348900,670.75
2014-11-12,654.97,668.93,654.51,664.25,418900,664.25
2014-11-11,649.40,656.82,647.49,656.65,356000,656.65
2014-11-10,647.92,650.40,645.50,648.86,275600,648.86
2014-11-07,647.38,651.38,642.29,649.03,300800,649.03
2014-11-06,643.11,647.33,640.55,647.12,232800,647.12
